ID#	1											
Name	Nitrous Oxide											
	Data Filename	Sample Type	Level#	Ret. Time	Area	Height	Conc.	Std. Conc.	Area%	Height%	Accuracy[%]	Cal. Point
27	0$0$0.5_7272023_1212_026.gcd	Unknown	0	6.409	27200	2172	0.47	-----	100	100	-----	-----
28	A-1313_7272023_1212_027.gcd	Unknown	0	6.412	17596	1410	0.304	-----	100	100	-----	-----
29	A-1314_7272023_1212_028.gcd	Unknown	0	6.412	17772	1417	0.307	-----	100	100	-----	-----
30	A-1315_7272023_1212_029.gcd	Unknown	0	6.413	14548	1175	0.252	-----	100	100	-----	-----
31	A-1316_7272023_1212_030.gcd	Unknown	0	6.411	14791	1202	0.256	-----	100	100	-----	-----
32	A-1319_7272023_1212_031.gcd	Unknown	0	6.41	14616	1190	0.253	-----	100	100	-----	-----
33	A-1320_7272023_1212_032.gcd	Unknown	0	6.41	17335	1382	0.3	-----	100	100	-----	-----
34	A-1321_7272023_1212_033.gcd	Unknown	0	6.411	17175	1372	0.297	-----	100	100	-----	-----
35	A-1352_7272023_1212_034.gcd	Unknown	0	6.411	16951	1355	0.293	-----	100	100	-----	-----
36	A-1353_7272023_1212_035.gcd	Unknown	0	6.41	16982	1359	0.294	-----	100	100	-----	-----
37	A-1356_7272023_1212_036.gcd	Unknown	0	6.412	16668	1350	0.288	-----	100	100	-----	-----
38	A-1357_7272023_1212_037.gcd	Unknown	0	6.408	17132	1369	0.296	-----	100	100	-----	-----
39	A-1369_7272023_1212_038.gcd	Unknown	0	6.408	16912	1353	0.292	-----	100	100	-----	-----
40	A-1346_7272023_1212_039.gcd	Unknown	0	6.411	16654	1341	0.288	-----	100	100	-----	-----
41	A-1345_7272023_1212_040.gcd	Unknown	0	6.411	16847	1352	0.291	-----	100	100	-----	-----
42	A-1335_7272023_1212_041.gcd	Unknown	0	6.41	16995	1364	0.294	-----	100	100	-----	-----
43	A-1344_7272023_1212_042.gcd	Unknown	0	6.411	16536	1339	0.286	-----	100	100	-----	-----
44	A-1343_7272023_1212_043.gcd	Unknown	0	6.412	16734	1365	0.289	-----	100	100	-----	-----
45	A-1342_7272023_1212_044.gcd	Unknown	0	6.412	16788	1359	0.29	-----	100	100	-----	-----
46	A-1334_7272023_1212_045.gcd	Unknown	0	6.411	17237	1367	0.298	-----	100	100	-----	-----
47	A-1333_7272023_1212_046.gcd	Unknown	0	6.41	16642	1350	0.288	-----	100	100	-----	-----
48	A-1367_7272023_1212_047.gcd	Unknown	0	6.41	16831	1352	0.291	-----	100	100	-----	-----
49	A-1337_7272023_1212_048.gcd	Unknown	0	6.411	17028	1386	0.294	-----	100	100	-----	-----
50	200$200$0_7272023_1212_049.gcd	Unknown	0	6.407	3313	273	0.057	-----	100	100	-----	-----
51	0$0$0.5_7272023_1212_050.gcd	Unknown	0	6.412	27132	2177	0.469	-----	100	100	-----	-----
52	A-1336_7272023_1212_051.gcd	Unknown	0	6.412	17016	1363	0.294	-----	100	100	-----	-----
53	A-1347_7272023_1212_052.gcd	Unknown	0	6.411	16563	1344	0.286	-----	100	100	-----	-----
54	A-1326_7272023_1212_053.gcd	Unknown	0	6.415	16966	1365	0.293	-----	100	100	-----	-----
55	A-1325_7272023_1212_054.gcd	Unknown	0	6.41	16800	1352	0.291	-----	100	100	-----	-----
56	A-1339_7272023_1212_055.gcd	Unknown	0	6.407	17316	1371	0.299	-----	100	100	-----	-----
57	A-1330_7272023_1212_056.gcd	Unknown	0	6.414	16845	1354	0.291	-----	100	100	-----	-----
58	A-1331_7272023_1212_057.gcd	Unknown	0	6.413	16937	1354	0.293	-----	100	100	-----	-----
59	A-1341_7272023_1212_058.gcd	Unknown	0	6.412	17233	1398	0.298	-----	100	100	-----	-----
60	A-1340_7272023_1212_059.gcd	Unknown	0	6.412	17653	1411	0.305	-----	100	100	-----	-----
61	A-1323_7272023_1212_060.gcd	Unknown	0	6.411	17246	1406	0.298	-----	100	100	-----	-----
62	A-1332_7272023_1212_061.gcd	Unknown	0	6.414	17639	1410	0.305	-----	100	100	-----	-----
63	A-1329_7272023_1212_062.gcd	Unknown	0	6.409	17875	1426	0.309	-----	100	100	-----	-----
64	A-1364_7272023_1212_063.gcd	Unknown	0	6.413	17726	1418	0.307	-----	100	100	-----	-----
65	A-1328_7272023_1212_064.gcd	Unknown	0	6.411	17146	1374	0.297	-----	100	100	-----	-----
66	A-1378_7272023_1212_065.gcd	Unknown	0	6.412	16961	1377	0.293	-----	100	100	-----	-----
67	A-1362_7272023_1212_066.gcd	Unknown	0	6.411	16697	1347	0.289	-----	100	100	-----	-----
68	A-1324_7272023_1212_067.gcd	Unknown	0	6.411	17086	1374	0.295	-----	100	100	-----	-----
69	A-1322_7272023_1212_068.gcd	Unknown	0	6.414	16627	1355	0.288	-----	100	100	-----	-----
70	A-1327_7272023_1212_069.gcd	Unknown	0	6.409	17146	1365	0.297	-----	100	100	-----	-----
71	A-1338_7272023_1212_070.gcd	Unknown	0	6.412	17055	1367	0.295	-----	100	100	-----	-----
72	A-1365_7272023_1212_071.gcd	Unknown	0	6.413	16655	1334	0.288	-----	100	100	-----	-----
73	A-1388_7272023_1212_072.gcd	Unknown	0	6.411	17100	1374	0.296	-----	100	100	-----	-----
74	200$200$0_7272023_1212_073.gcd	Unknown	0	6.414	3090	259	0.053	-----	100	100	-----	-----
75	0$0$0.5_7272023_1212_074.gcd	Unknown	0	6.411	27081	2164	0.468	-----	100	100	-----	-----
76	A-1375_7272023_1212_075.gcd	Unknown	0	6.41	17131	1363	0.296	-----	100	100	-----	-----
77	A-1349_7272023_1212_076.gcd	Unknown	0	6.409	16553	1340	0.286	-----	100	100	-----	-----
78	25$25$0 CO2$CH4$NO2_7272023_1212_077.gcd	Unknown	0	6.412	2441	206	0.042	-----	100	100	-----	-----
79	A-1376_7272023_1212_078.gcd	Unknown	0	6.412	18881	1513	0.327	-----	100	100	-----	-----
80	A-1363_7272023_1212_079.gcd	Unknown	0	6.41	18717	1512	0.324	-----	100	100	-----	-----
81	A-1366_7272023_1212_080.gcd	Unknown	0	6.411	18654	1504	0.323	-----	100	100	-----	-----
82	A-1137_7272023_1212_081.gcd	Unknown	0	6.411	19329	1518	0.334	-----	100	100	-----	-----
83	A-1138_7272023_1212_082.gcd	Unknown	0	6.41	19008	1522	0.329	-----	100	100	-----	-----
84	A-1139_7272023_1212_083.gcd	Unknown	0	6.41	18903	1500	0.327	-----	100	100	-----	-----
85	A-1131_7272023_1212_084.gcd	Unknown	0	6.41	60097	4757	1.039	-----	100	100	-----	-----
86	A-1132_7272023_1212_085.gcd	Unknown	0	6.411	58592	4643	1.013	-----	100	100	-----	-----
87	A-1133_7272023_1212_086.gcd	Unknown	0	6.411	66647	5258	1.153	-----	100	100	-----	-----
88	A-1134_7272023_1212_087.gcd	Unknown	0	6.411	60956	4825	1.054	-----	100	100	-----	-----
89	A-1135_7272023_1212_088.gcd	Unknown	0	6.41	164516	12709	2.845	-----	100	100	-----	-----
90	A-1136_7272023_1212_089.gcd	Unknown	0	6.41	166936	12926	2.887	-----	100	100	-----	-----
91	A-1037_7272023_1212_090.gcd	Unknown	0	6.411	18916	1518	0.327	-----	100	100	-----	-----
92	A-1038_7272023_1212_091.gcd	Unknown	0	6.41	19282	1544	0.333	-----	100	100	-----	-----
93	A-1039_7272023_1212_092.gcd	Unknown	0	6.408	19300	1535	0.334	-----	100	100	-----	-----
94	A-1040_7272023_1212_093.gcd	Unknown	0	6.413	28909	2301	0.5	-----	100	100	-----	-----
95	A-1041_7272023_1212_094.gcd	Unknown	0	6.41	28660	2294	0.496	-----	100	100	-----	-----
96	A-1042_7272023_1212_095.gcd	Unknown	0	6.41	31790	2537	0.55	-----	100	100	-----	-----
97	A-1043_7272023_1212_096.gcd	Unknown	0	6.409	29399	2342	0.508	-----	100	100	-----	-----
98	200$200$0_7272023_1212_097.gcd	Unknown	0	6.416	3875	308	0.067	-----	100	100	-----	-----
99	0$0$0.5_7272023_1212_098.gcd	Unknown	0	6.412	27235	2171	0.471	-----	100	100	-----	-----
100	A-1044_7272023_1212_099.gcd	Unknown	0	6.409	44143	3506	0.763	-----	100	100	-----	-----
101	A-1045_7272023_1212_100.gcd	Unknown	0	6.41	44702	3530	0.773	-----	100	100	-----	-----
102	A-1034_7272023_1212_101.gcd	Unknown	0	6.411	19164	1527	0.331	-----	100	100	-----	-----
103	A-1035_7272023_1212_102.gcd	Unknown	0	6.415	19072	1532	0.33	-----	100	100	-----	-----
104	A-1036_7272023_1212_103.gcd	Unknown	0	6.412	19094	1536	0.33	-----	100	100	-----	-----
105	A-1028_7272023_1212_104.gcd	Unknown	0	6.412	14745	1181	0.255	-----	100	100	-----	-----
106	A-1029_7272023_1212_105.gcd	Unknown	0	6.41	13906	1121	0.24	-----	100	100	-----	-----
107	A-1030_7272023_1212_106.gcd	Unknown	0	6.412	14351	1149	0.248	-----	100	100	-----	-----
108	A-1031_7272023_1212_107.gcd	Unknown	0	6.412	13916	1125	0.241	-----	100	100	-----	-----
109	A-1032_7272023_1212_108.gcd	Unknown	0	6.416	13615	1098	0.235	-----	100	100	-----	-----
110	A-1033_7272023_1212_109.gcd	Unknown	0	6.41	13230	1072	0.229	-----	100	100	-----	-----
111	A-1019_7272023_1212_110.gcd	Unknown	0	6.413	19381	1533	0.335	-----	100	100	-----	-----
112	A-1020_7272023_1212_111.gcd	Unknown	0	6.409	19228	1536	0.333	-----	100	100	-----	-----
113	A-1021_7272023_1212_112.gcd	Unknown	0	6.41	19059	1524	0.33	-----	100	100	-----	-----
114	A-1022_7272023_1212_113.gcd	Unknown	0	6.414	14630	1182	0.253	-----	100	100	-----	-----
115	A-1023_7272023_1212_114.gcd	Unknown	0	6.411	15060	1203	0.26	-----	100	100	-----	-----
116	A-1024_7272023_1212_115.gcd	Unknown	0	6.409	14719	1192	0.255	-----	100	100	-----	-----
117	A-1025_7272023_1212_116.gcd	Unknown	0	6.413	14929	1206	0.258	-----	100	100	-----	-----
118	A-1026_7272023_1212_117.gcd	Unknown	0	6.406	10069	814	0.174	-----	100	100	-----	-----
119	A-1027_7272023_1212_118.gcd	Unknown	0	6.408	9595	777	0.166	-----	100	100	-----	-----
120	A-1016_7272023_1212_119.gcd	Unknown	0	6.411	19026	1511	0.329	-----	100	100	-----	-----
121	A-1017_7272023_1212_120.gcd	Unknown	0	6.41	18547	1494	0.321	-----	100	100	-----	-----
122	200$200$0_7272023_1212_121.gcd	Unknown	0	6.41	3417	272	0.059	-----	100	100	-----	-----
123	0$0$0.5_7272023_1212_122.gcd	Unknown	0	6.41	26834	2141	0.464	-----	100	100	-----	-----
124	A-1018_7272023_1212_123.gcd	Unknown	0	6.409	18457	1490	0.319	-----	100	100	-----	-----
125	A-1010_7272023_1212_124.gcd	Unknown	0	6.411	13517	1082	0.234	-----	100	100	-----	-----
126	A-1011_7272023_1212_125.gcd	Unknown	0	6.41	13159	1066	0.228	-----	100	100	-----	-----
127	A-1012_7272023_1212_126.gcd	Unknown	0	6.41	13251	1067	0.229	-----	100	100	-----	-----
128	A-1013_7272023_1212_127.gcd	Unknown	0	6.412	13156	1048	0.228	-----	100	100	-----	-----
129	A-1014_7272023_1212_128.gcd	Unknown	0	6.417	12981	1038	0.224	-----	100	100	-----	-----
130	A-1015_7272023_1212_129.gcd	Unknown	0	6.404	12941	1040	0.224	-----	100	100	-----	-----
131	A-1147_7272023_1212_130.gcd	Unknown	0	6.411	18752	1516	0.324	-----	100	100	-----	-----
132	A-1148_7272023_1212_131.gcd	Unknown	0	6.407	18150	1468	0.314	-----	100	100	-----	-----
133	A-1149_7272023_1212_132.gcd	Unknown	0	6.409	18997	1512	0.329	-----	100	100	-----	-----
134	A-1141_7272023_1212_133.gcd	Unknown	0	6.41	10042	795	0.174	-----	100	100	-----	-----
135	A-1142_7272023_1212_134.gcd	Unknown	0	6.41	11060	886	0.191	-----	100	100	-----	-----
136	A-1143_7272023_1212_135.gcd	Unknown	0	6.41	212464	16388	3.674	-----	100	100	-----	-----
137	A-1144_7272023_1212_136.gcd	Unknown	0	6.409	619418	46901	10.712	-----	100	100	-----	-----
138	A-1145_7272023_1212_137.gcd	Unknown	0	6.412	11408	910	0.197	-----	100	100	-----	-----
139	A-1146_7272023_1212_138.gcd	Unknown	0	6.408	9298	742	0.161	-----	100	100	-----	-----
140	50$50$0 CO2$CH4$NO2_7272023_1212_139.gcd	Unknown	0	-----	-----	-----	-----	-----	-----	-----	-----	-----
	Average			6.411	25779	2036	0.446		100	100	0	
	%RSD			0.040349	222.791419	214.149449	222.805803		0	0	0	
	Maximum			6.424	619418	46901	10.712		100	100	0	
	Minimum			6.403	2441	206	0.042		100	100	0	
	Std. Dev.			0.002587	57434.11141	4360.48162	0.993242		0	0	0	
